step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
23,0.6740690171718597,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.17449163303719345,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.5921967675288519,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17550292102410564,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.7042109668254851,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17451721871553755,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.6160076283075439,0.6527385117939116,0.6160076283075439,0.6528090032556149,0.6256030728421326,0.6480060847670818,0.009595444534588715,0.6265415891192059,0.6477065520926284,0.010533960811662024
26,0.6494726116458576,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.17532009943650823,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.5836256643136343,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.1770359879637587,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6864665548006693,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.1741122827612969,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.7060927748680115,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17899905605159114,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
30,0.6325421084960302,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17488493599619395,0.0,0.6,0.0038053,6,5,0.0,,,,,,,,,,
30,,,,,,,,,,,,,,6,,1.0,0.6160076283075439,0.6513765884615911,0.6160076283075439,0.651496797884971,0.62576402115691,0.6467551306157585,0.009756392849366136,0.6260577174976939,0.6468522009274872,0.010050089190150047
