step,mean,std,var,n
62,0.02796404246687449,0.05592808493374898,0.0031279506843566395,5
63,0.05414295311949543,0.0664838429738708,0.00442010137657431,5
64,0.05652315687405932,0.06922942635628276,0.004792713473619979,5
65,0.027784676158844206,0.05556935231768841,0.0030879529170073825,5
66,0.05627108656342543,0.06891891525961723,0.0047498168805623,5
67,0.028471725204781306,0.05694345040956262,0.003242556544546317,5
68,0.028413856281116718,0.056827712562233436,0.003229388915055824,5
69,0.05526816020500551,0.06769129465259734,0.004582111371744752,5
70,0.0,0.0,0.0,5
71,0.0,0.0,0.0,5
72,0.027394075420172387,0.054788150840344774,0.0030017414725043716,5
73,0.02769095086611536,0.05538190173223072,0.00306715503947846,5
74,0.055490918011857626,0.06799723448490416,0.004623623897595039,5
75,0.027920460024050207,0.055840920048100415,0.003118208351818343,5
76,0.056185473500779556,0.06881296643311618,0.004735224349325174,5
77,0.0,0.0,0.0,5
78,0.027648830231627113,0.055297660463254225,0.0030578312527093495,5
79,0.056605413933249804,0.06932777369038456,0.004806340204865178,5
80,0.0,0.0,0.0,5
81,0.028452613430057644,0.05690522686011529,0.0032382048440011864,5
82,0.0,0.0,0.0,5
83,0.0,0.0,0.0,5
84,0.02788222506910344,0.05576445013820688,0.003109673899216561,5
85,0.057015063894114794,0.06982919828269078,0.004876116932803346,5
86,0.055020896684675656,0.06739424522188273,0.004541984289027263,5
87,0.02842245880227815,0.0568449176045563,0.0032313446574687953,5
88,0.0,0.0,0.0,5
89,0.0,0.0,0.0,5
90,0.02735470093470983,0.05470940186941966,0.0029931186529096594,5
91,0.05598915267470368,0.06859677216755963,0.004705517151808084,5
92,0.02794319296676434,0.05588638593352868,0.0031232881327113125,5
93,0.05703271347961253,0.06985054925905848,0.004879099231792155,5
94,0.0,0.0,0.0,5
95,0.028102423037457757,0.056204846074915514,0.003158984722304946,5
96,0.05631620209538699,0.0689736569503068,0.004757365353098605,5
97,0.028190956117195676,0.05638191223439135,0.0031789200272066094,5
98,0.05706284427080566,0.06988745820244045,0.0048842568139978604,5
99,0.0,0.0,0.0,5
100,0.05697552420034335,0.06978092088817515,0.004869376920001759,5
101,0.0,0.0,0.0,5
102,0.0,0.0,0.0,5
103,0.0,0.0,0.0,5
104,0.0,0.0,0.0,5
105,0.0,0.0,0.0,5
106,0.0,0.0,0.0,5
107,0.0,0.0,0.0,5
108,0.0,0.0,0.0,5
109,0.0,0.0,0.0,5
110,0.0,0.0,0.0,5
111,0.0,0.0,0.0,5
112,0.0,0.0,0.0,5
113,0.0,0.0,0.0,5
114,0.0,0.0,0.0,5
115,0.0,0.0,0.0,5
116,0.0,0.0,0.0,5
117,0.0,0.0,0.0,5
118,0.0,0.0,0.0,5
119,0.0,0.0,0.0,5
120,0.0,0.0,0.0,5
121,0.0,0.0,0.0,5
122,0.0,0.0,0.0,5
123,0.0,0.0,0.0,5
124,0.0,0.0,0.0,5
125,0.0,0.0,0.0,5
126,0.0,0.0,0.0,5
127,0.0,0.0,0.0,5
128,0.0,0.0,0.0,5
129,0.0,0.0,0.0,5
130,0.027404562350444632,0.054809124700889264,0.00300404015047763,5
131,0.0,0.0,0.0,5
132,0.0,0.0,0.0,5
133,0.0,0.0,0.0,5
134,0.0,0.0,0.0,5
135,0.0,0.0,0.0,5
136,0.0,0.0,0.0,5
137,0.0,0.0,0.0,5
138,0.0,0.0,0.0,5
139,0.0,0.0,0.0,5
140,0.0,0.0,0.0,5
141,0.0,0.0,0.0,5
142,0.0,0.0,0.0,5
143,0.0,0.0,0.0,5
144,0.0,0.0,0.0,5
145,0.0,0.0,0.0,5
146,0.0,0.0,0.0,5
147,0.0,0.0,0.0,5
148,0.0,0.0,0.0,5
149,0.0,0.0,0.0,5
150,0.0,0.0,0.0,5
151,0.0,0.0,0.0,5
152,0.0,0.0,0.0,5
153,0.0,0.0,0.0,5
154,0.0,0.0,0.0,5
155,0.0,0.0,0.0,5
156,0.0,0.0,0.0,5
157,0.0,0.0,0.0,5
158,0.0,0.0,0.0,5
159,0.0,0.0,0.0,5
160,0.0,0.0,0.0,5
161,0.0,0.0,0.0,5
162,0.0,0.0,0.0,5
163,0.0,0.0,0.0,5
164,0.0,0.0,0.0,5
165,0.0,0.0,0.0,5
166,0.0,0.0,0.0,5
167,0.0,0.0,0.0,5
168,0.0,0.0,0.0,5
169,0.0,0.0,0.0,5
170,0.0,0.0,0.0,5
171,0.0,0.0,0.0,5
172,0.0,0.0,0.0,5
173,0.0,0.0,0.0,5
174,0.0,0.0,0.0,5
175,0.0,0.0,0.0,5
176,0.0,0.0,0.0,5
177,0.0,0.0,0.0,5
178,0.0,0.0,0.0,5
179,0.0,0.0,0.0,5
180,0.0,0.0,0.0,5
181,0.0,0.0,0.0,5
182,0.0,0.0,0.0,5
183,0.0,0.0,0.0,5
184,0.0,0.0,0.0,5
185,0.0,0.0,0.0,5
186,0.0,0.0,0.0,5
187,0.0,0.0,0.0,5
188,0.0,0.0,0.0,5
189,0.0,0.0,0.0,5
190,0.0,0.0,0.0,5
191,0.0,0.0,0.0,5
192,0.0,0.0,0.0,5
193,0.0,0.0,0.0,5
194,0.0,0.0,0.0,5
195,0.0,0.0,0.0,5
196,0.0,0.0,0.0,5
197,0.0,0.0,0.0,5
198,0.0,0.0,0.0,5
199,0.0,0.0,0.0,5
200,0.0,0.0,0.0,5
201,0.0,0.0,0.0,5
202,0.0,0.0,0.0,5
203,0.0,0.0,0.0,5
204,0.0,0.0,0.0,5
205,0.0,0.0,0.0,5
206,0.0,0.0,0.0,5
207,0.0,0.0,0.0,5
208,0.0,0.0,0.0,5
209,0.0,0.0,0.0,5
210,0.0,0.0,0.0,5
211,0.0,0.0,0.0,5
212,0.0,0.0,0.0,5
213,0.0,0.0,0.0,5
214,0.0,0.0,0.0,5
215,0.0,0.0,0.0,5
216,0.0,0.0,0.0,5
217,0.0,0.0,0.0,5
218,0.0,0.0,0.0,5
219,0.0,0.0,0.0,5
220,0.0,0.0,0.0,5
221,0.0,0.0,0.0,5
222,0.0,0.0,0.0,5
223,0.0,0.0,0.0,5
224,0.0,0.0,0.0,5
225,0.0,0.0,0.0,5
226,0.0,0.0,0.0,5
227,0.0,0.0,0.0,5
228,0.0,0.0,0.0,5
229,0.0,0.0,0.0,5
230,0.0,0.0,0.0,5
231,0.0,0.0,0.0,5
232,0.0,0.0,0.0,5
233,0.0,0.0,0.0,5
234,0.0,0.0,0.0,5
235,0.0,0.0,0.0,5
236,0.0,0.0,0.0,5
237,0.0,0.0,0.0,5
238,0.0,0.0,0.0,5
239,0.0,0.0,0.0,5
240,0.0,0.0,0.0,5
241,0.0,0.0,0.0,5
242,0.0,0.0,0.0,5
243,0.0,0.0,0.0,5
244,0.0,0.0,0.0,5
245,0.0,0.0,0.0,5
246,0.0,0.0,0.0,5
247,0.0,0.0,0.0,5
248,0.0,0.0,0.0,5
249,0.0,0.0,0.0,5
250,0.0,0.0,0.0,5
251,0.0,0.0,0.0,5
252,0.0,0.0,0.0,5
253,0.0,0.0,0.0,5
254,0.0,0.0,0.0,5
255,0.0,0.0,0.0,5
256,0.0,0.0,0.0,5
257,0.0,0.0,0.0,5
258,0.0,0.0,0.0,5
259,0.0,0.0,0.0,5
260,0.0,0.0,0.0,5
261,0.0,0.0,0.0,5
262,0.0,0.0,0.0,5
263,0.0,0.0,0.0,5
264,0.0,0.0,0.0,5
265,0.0,0.0,0.0,5
266,0.0,0.0,0.0,5
267,0.0,0.0,0.0,5
268,0.0,0.0,0.0,5
269,0.0,0.0,0.0,5
270,0.0,0.0,0.0,5
271,0.0,0.0,0.0,5
272,0.0,0.0,0.0,5
273,0.0,0.0,0.0,5
274,0.0,0.0,0.0,5
275,0.0,0.0,0.0,5
276,0.0,0.0,0.0,5
277,0.0,0.0,0.0,5
278,0.0,0.0,0.0,5
279,0.0,0.0,0.0,5
280,0.0,0.0,0.0,5
281,0.0,0.0,0.0,5
282,0.0,0.0,0.0,5
283,0.0,0.0,0.0,5
284,0.0,0.0,0.0,5
285,0.0,0.0,0.0,5
286,0.0,0.0,0.0,5
287,0.0,0.0,0.0,5
288,0.0,0.0,0.0,5
289,0.0,0.0,0.0,5
290,0.0,0.0,0.0,5
291,0.0,0.0,0.0,5
292,0.0,0.0,0.0,5
293,0.0,0.0,0.0,5
294,0.0,0.0,0.0,5
295,0.0,0.0,0.0,5
296,0.0,0.0,0.0,5
297,0.0,0.0,0.0,5
298,0.0,0.0,0.0,5
299,0.0,0.0,0.0,5
300,0.0,0.0,0.0,5
301,0.0,0.0,0.0,5
302,0.0,0.0,0.0,5
303,0.0,0.0,0.0,5
304,0.0,0.0,0.0,5
305,0.0,0.0,0.0,5
306,0.0,0.0,0.0,5
307,0.0,0.0,0.0,5
308,0.0,0.0,0.0,5
309,0.0,0.0,0.0,5
310,0.0,0.0,0.0,5
311,0.0,0.0,0.0,5
312,0.0,0.0,0.0,5
313,0.0,0.0,0.0,5
314,0.0,0.0,0.0,5
315,0.0,0.0,0.0,5
316,0.0,0.0,0.0,5
317,0.0,0.0,0.0,5
318,0.0,0.0,0.0,5
319,0.0,0.0,0.0,5
320,0.0,0.0,0.0,5
321,0.0,0.0,0.0,5
322,0.0,0.0,0.0,5
323,0.0,0.0,0.0,5
324,0.0,0.0,0.0,5
325,0.0,0.0,0.0,5
326,0.0,0.0,0.0,5
327,0.0,0.0,0.0,5
328,0.0,0.0,0.0,5
329,0.0,0.0,0.0,5
330,0.0,0.0,0.0,5
331,0.0,0.0,0.0,5
332,0.0,0.0,0.0,5
333,0.0,0.0,0.0,5
334,0.0,0.0,0.0,5
335,0.0,0.0,0.0,5
336,0.0,0.0,0.0,5
337,0.0,0.0,0.0,5
338,0.0,0.0,0.0,5
339,0.0,0.0,0.0,5
340,0.0,0.0,0.0,5
341,0.0,0.0,0.0,5
342,0.0,0.0,0.0,5
343,0.0,0.0,0.0,5
344,0.0,0.0,0.0,5
345,0.0,0.0,0.0,5
346,0.0,0.0,0.0,5
347,0.0,0.0,0.0,5
348,0.0,0.0,0.0,5
349,0.0,0.0,0.0,5
350,0.0,0.0,0.0,5
351,0.0,0.0,0.0,5
352,0.0,0.0,0.0,5
353,0.0,0.0,0.0,5
354,0.0,0.0,0.0,5
355,0.0,0.0,0.0,5
356,0.0,0.0,0.0,5
357,0.02526966262573152,0.05053932525146304,0.0025542233968731697,5
358,0.0,0.0,0.0,5
359,0.0,0.0,0.0,5
360,0.0,0.0,0.0,5
361,0.0,0.0,0.0,5
362,0.0,0.0,0.0,5
363,0.0,0.0,0.0,5
364,0.0,0.0,0.0,5
365,0.0,0.0,0.0,5
366,0.0,0.0,0.0,5
367,0.0,0.0,0.0,5
368,0.0,0.0,0.0,5
369,0.0,0.0,0.0,5
370,0.0,0.0,0.0,5
371,0.0,0.0,0.0,5
372,0.0,0.0,0.0,5
373,0.0,0.0,0.0,5
374,0.0,0.0,0.0,5
375,0.0,0.0,0.0,5
376,0.0,0.0,0.0,5
377,0.0,0.0,0.0,5
378,0.0,0.0,0.0,5
379,0.0,0.0,0.0,5
380,0.0,0.0,0.0,5
381,0.0,0.0,0.0,5
382,0.0,0.0,0.0,5
383,0.0,0.0,0.0,5
384,0.0,0.0,0.0,5
385,0.0,0.0,0.0,5
386,0.0,0.0,0.0,5
387,0.0,0.0,0.0,5
388,0.0,0.0,0.0,5
389,0.0,0.0,0.0,5
390,0.0,0.0,0.0,5
391,0.0,0.0,0.0,5
392,0.0,0.0,0.0,5
393,0.0,0.0,0.0,5
394,0.0,0.0,0.0,5
395,0.0,0.0,0.0,5
396,0.0,0.0,0.0,5
397,0.0,0.0,0.0,5
398,0.0,0.0,0.0,5
399,0.0,0.0,0.0,5
400,0.0,0.0,0.0,5
401,0.0277563854065019,0.0555127708130038,0.0030816677233370866,5
402,0.02750351982619037,0.05500703965238074,0.003025774411318587,5
403,0.027684344657969838,0.055368689315939676,0.0030656917565650525,5
404,0.0,0.0,0.0,5
405,0.028123235054149327,0.05624647010829865,0.0031636653996437334,5
406,0.0,0.0,0.0,5
407,0.0,0.0,0.0,5
408,0.0,0.0,0.0,5
409,0.0,0.0,0.0,5
410,0.02665140058530332,0.05330280117060664,0.0028411886126332242,5
411,0.0,0.0,0.0,5
412,0.0,0.0,0.0,5
413,0.027127940437763585,0.05425588087552717,0.002943700609579395,5
414,0.024205083891211596,0.04841016778242319,0.0023435443447223643,5
415,0.052543323605922974,0.06464220013954389,0.004178614038880848,5
416,0.024738914569391906,0.04947782913878381,0.0024480555762866844,5
417,0.02557767527677246,0.05115535055354492,0.0026168698902560685,5
418,0.050713589058742806,0.062146303253601265,0.003862163008088571,5
419,0.028112639692769698,0.0562252793855394,0.003161282041981962,5
420,0.0,0.0,0.0,5
421,0.0,0.0,0.0,5
422,0.0,0.0,0.0,5
423,0.026342772367201662,0.052685544734403324,0.002775766623960814,5
424,0.024522882820713392,0.049045765641426785,0.00240548712735376,5
425,0.0,0.0,0.0,5
426,0.025318392311743376,0.05063678462348675,0.002564083957005384,5
427,0.0,0.0,0.0,5
428,0.0,0.0,0.0,5
429,0.02529762555683724,0.05059525111367448,0.0025598794352557786,5
430,0.0,0.0,0.0,5
431,0.0,0.0,0.0,5
432,0.0,0.0,0.0,5
433,0.05245008476427495,0.06438923642009327,0.004145973766762666,5
434,0.0,0.0,0.0,5
435,0.05198708810741941,0.06372958698206874,0.004061460256905064,5
436,0.0,0.0,0.0,5
437,0.02714774422179402,0.05429548844358804,0.0029480000653278023,5
438,0.02438941822133529,0.04877883644267058,0.0023793748847008075,5
439,0.04748397054273762,0.059815897440123174,0.003577941586567334,5
440,0.02661536035808874,0.05323072071617748,0.0028335096279636864,5
441,0.0,0.0,0.0,5
442,0.026486509849867147,0.052973019699734294,0.0028061408161084377,5
443,0.0,0.0,0.0,5
444,0.02551061663210531,0.05102123326421062,0.002603166243800992,5
445,0.024274248717381597,0.048548497434763194,0.0023569566031732083,5
446,0.0,0.0,0.0,5
447,0.0,0.0,0.0,5
448,0.0267709667967529,0.0535419335935058,0.002866738652931385,5
449,0.0,0.0,0.0,5
450,0.0,0.0,0.0,5
451,0.02614870754099674,0.05229741508199348,0.002735019624258319,5
452,0.0,0.0,0.0,5
453,0.0,0.0,0.0,5
454,0.0,0.0,0.0,5
455,0.025753586862873996,0.05150717372574799,0.0026529889452143844,5
456,0.0,0.0,0.0,5
457,0.0,0.0,0.0,5
458,0.02399618106575368,0.04799236213150736,0.0023032668229617413,5
459,0.025622779693458074,0.05124555938691615,0.00262610735687795,5
460,0.05282567284513162,0.06471283758255854,0.0041877513479866004,5
461,0.0,0.0,0.0,5
462,0.026023370942787304,0.05204674188557461,0.0027088633409036262,5
463,0.0,0.0,0.0,5
464,0.025522053776420646,0.05104410755284129,0.0026055009158660295,5
465,0.055695567578148794,0.06821734778424665,0.004653606538716862,5
466,0.051229929979251264,0.06274936231648219,0.003937482471125155,5
467,0.023171377676783664,0.04634275535356733,0.002147650973760593,5
468,0.0,0.0,0.0,5
469,0.023311877861665015,0.04662375572333003,0.0021737745977487496,5
470,0.050686448385708106,0.062182944732612704,0.003866718615619166,5
471,0.023475800356229915,0.04695160071245983,0.0022044528094622585,5
472,0.02194629944192091,0.04389259888384182,0.0019265602367778318,5
473,0.0,0.0,0.0,5
474,0.0,0.0,0.0,5
475,0.0,0.0,0.0,5
476,0.04451118769002773,0.05574888430647727,0.003107938101416988,5
477,0.07645636730525404,0.062426780098506364,0.0038971028734672702,5
478,0.0,0.0,0.0,5
479,0.02514703224542922,0.05029406449085844,0.0025294929230106275,5
480,0.025342153849675152,0.050684307699350305,0.0025688990469624204,5
481,0.05188986231718107,0.06355845867295282,0.004039677668881451,5
482,0.048037880623562644,0.05883704916442779,0.0034617983543772934,5
483,0.0,0.0,0.0,5
484,0.0,0.0,0.0,5
485,0.0,0.0,0.0,5
486,0.0,0.0,0.0,5
487,0.024764255852175954,0.04952851170435191,0.002453073471648124,5
488,0.025649762281500232,0.051299524563000465,0.002631641220389888,5
489,0.025337258346470097,0.050674516692940194,0.0025679066420630746,5
490,0.0,0.0,0.0,5
491,0.02575027021450743,0.05150054042901486,0.0026523056644805944,5
492,0.02060319344226259,0.04120638688452518,0.0016979663200771687,5
493,0.02406875423133658,0.04813750846267316,0.00231721972099393,5
494,0.028379981196004683,0.05675996239200937,0.0032216933307423175,5
495,0.025790150410526697,0.051580300821053394,0.0026605274327903615,5
496,0.020640554474803962,0.041281108949607924,0.0017041299561093993,5
497,0.0,0.0,0.0,5
498,0.02590490423820845,0.0518098084764169,0.002684256254363,5
499,0.022158107015332877,0.044316214030665754,0.0019639268260117763,5
500,0.06842433577179483,0.05760286765246991,0.0033180903617879643,5
501,0.027162424332447265,0.05432484866489453,0.002951189182463693,5
502,0.0,0.0,0.0,5
503,0.01982763869755389,0.03965527739510778,0.0015725410252829465,5
504,0.04992957897547904,0.06119253663223135,0.0037445265394869752,5
505,0.0,0.0,0.0,5
506,0.02788796566577951,0.05577593133155902,0.003110954515902787,5
507,0.05073460842182635,0.06225236285462797,0.003875356680984264,5
508,0.0,0.0,0.0,5
509,0.04967260431995409,0.06116490244876654,0.003741145291567127,5
510,0.04334609913948886,0.05465461496113906,0.002987126936550366,5
511,0.10548907104318564,0.052954303177558275,0.0028041582250207583,5
512,0.026537656039774777,0.053075312079549554,0.0028169887523415787,5
513,0.02770764120649478,0.05541528241298956,0.00307085352491139,5
514,0.026133772531166576,0.05226754506233315,0.0027318962668430266,5
515,0.02633341245567915,0.0526668249113583,0.0027737944462436714,5
516,0.0,0.0,0.0,5
517,0.0,0.0,0.0,5
518,0.024034305296064394,0.04806861059212879,0.002310591324257716,5
519,0.025932581877330774,0.05186516375466155,0.002689995211297858,5
520,0.025921143292702307,0.051842286585404615,0.002687622678403223,5
521,0.10683428036021872,0.0537415732662915,0.002888156697136177,5
522,0.05224794708528576,0.06400674046821571,0.004096862825365523,5
523,0.05380068146546885,0.06589690848784056,0.004342402548254834,5
524,0.0520859860147177,0.06379224342975172,0.004069450321800701,5
525,0.045337065025730774,0.05715074974526518,0.0032662081964459277,5
526,0.026023290228140355,0.05204658045628071,0.002708846537192101,5
527,0.02552556616228117,0.05105113232456234,0.002606218111619974,5
528,0.04924029986400776,0.06118393432771843,0.0037434738198185618,5
529,0.027247653024257783,0.05449530604851557,0.0029697383813213772,5
530,0.0815411507831312,0.06663060603382996,0.004439637660435458,5
531,0.08087327820277572,0.06615938398071818,0.004377064088708109,5
532,0.09928737645326627,0.0502296944191668,0.002523022201442876,5
533,0.02525240646809031,0.05050481293618062,0.0025507361297185975,5
534,0.022061469466791918,0.044122938933583836,0.0019468337401367685,5
535,0.051877644926369905,0.06354583242562793,0.004038072818665986,5
536,0.0,0.0,0.0,5
537,0.053716914123940085,0.06587166005860964,0.004339075598877029,5
538,0.07783397659725455,0.06401037431553858,0.004097328020015361,5
539,0.05304411417682262,0.06517587289547898,0.004247894407687632,5
540,0.027352214658524027,0.05470442931704805,0.0029925745869039066,5
541,0.0,0.0,0.0,5
542,0.05252363525759285,0.06435472001660675,0.004141529988415845,5
543,0.0,0.0,0.0,5
544,0.027540991001534888,0.055081982003069775,0.0030340247413865027,5
545,0.027922401075681613,0.055844802151363226,0.0031186419273249028,5
546,0.02755641776809456,0.05511283553618912,0.0030374246408390302,5
