step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
23,0.5615106870730717,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.5355475222071011,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.7486746708552043,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.6530350403271171,0.6497334109257923,0.6525376377866824,0.6434851582496162,0.6556057667363847,0.6210730159524885,0.0025707264092675874,0.6548900394073368,0.6164182721457787,0.0023524016206544207
26,0.5946793236459295,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.5155298486351967,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6611469313502312,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.783681571483612,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
30,0.5967012358208498,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,5,0.0,,,,,,,,,,
30,,,,,,,,,,,,,,6,,1.0,0.6668518645959743,0.6169053091498985,0.667735643106773,0.6142362403347837,0.6675058752601627,0.5911979551972016,0.0006540106641883536,0.6662991562366932,0.5891251815608566,-0.0014364868700798006
